title,price,currency,year,mileage,brand,model,trim,body_type,fuel_type,transmission,color,interior_color,cylinders,horsepower,engine_cc,doors,specs_origin,seller_type,location,url,photos_count,has_warranty,source,scraped_at,extraction_method,dealer,publish_date,is_new,listing_id,brand_origin,brand_tier,price_tier,car_age,price_per_age,mileage_per_year,quality_score,price_vs_market,cross_source_flag
New Toyota Urban Cruiser 2025,70000.0,AED,2025.0,0.0,Toyota,Land Cruiser,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-urban-cruiser-glx-15l-917452.html,16,,dubicars,2026-04-28T13:47:58.966536,dom,,,True,917452.0,Japanese,mainstream,Mid-Range,1.0,70000.0,0.0,83,-2.33,Potential Deal 🔥
New Toyota Hilux 2025,188000.0,AED,2025.0,0.0,Toyota,Hilux,,Pickup,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-hilux-hilux-gr-sport-28l-diesel-my2025-759315.html,6,,dubicars,2026-04-28T13:49:24.956940,dom,,,True,759315.0,Japanese,mainstream,Premium,1.0,188000.0,0.0,83,1.94,Overpriced ⚠️
New Toyota Hilux 2025,86500.0,AED,2025.0,0.0,Toyota,Hilux,,Pickup,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-hilux-gl-24l-double-cab-utility-gl-24l-double-cab-907961.html,17,,dubicars,2026-04-28T13:47:58.968846,dom,,,True,907961.0,Japanese,mainstream,Mid-Range,1.0,86500.0,0.0,83,-1.0,Below Market
New Toyota Levin 2025,52500.0,AED,2025.0,0.0,Toyota,Levin,,Unknown,Electric,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-levin-levin18-hybrid-luxury-option-export-price-796401.html,9,,dubicars,2026-04-28T13:48:26.756479,dom,,,True,796401.0,Japanese,mainstream,Economy,1.0,52500.0,0.0,78,-0.1,Normal
New Toyota Land Cruiser 2024,278000.0,AED,2024.0,0.0,Toyota,Land Cruiser,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-toyota-land-cruiser-land-cruiser-vx-40l-jbl-system-671958.html,17,,dubicars,2026-04-28T13:48:26.756848,dom,,,True,671958.0,Japanese,mainstream,Luxury,2.0,139000.0,0.0,83,0.81,Above Market
New Toyota Fortuner 2023,150000.0,AED,2023.0,0.0,Toyota,Fortuner,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2023-toyota-fortuner-vx1-4x4-40l-fortuner-sr5-40l-v6-petrol-737870.html,20,,dubicars,2026-04-28T13:48:26.757170,dom,,,True,737870.0,Japanese,mainstream,Premium,3.0,50000.0,0.0,83,2.29,Overpriced ⚠️
New Toyota Corolla 2025,59000.0,AED,2025.0,0.0,Toyota,Corolla,,Sedan,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-corolla-18-hybrid-zero-km-950888.html,11,,dubicars,2026-04-28T13:50:02.211640,dom,,,True,950888.0,Japanese,mainstream,Economy,1.0,59000.0,0.0,83,0.02,Normal
New Toyota Frontlander 2025,64000.0,AED,2025.0,0.0,Toyota,Frontlander,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-frontlander-toyota-frontlander-20l-leather-seats-leading-version-947755.html,17,,dubicars,2026-04-28T13:50:02.214022,dom,,,True,947755.0,Japanese,mainstream,Mid-Range,1.0,64000.0,0.0,78,-1.63,Normal
New Toyota bZ4X 2024,91000.0,AED,2024.0,0.0,Toyota,bZ4X,,Unknown,Electric,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-toyota-bz4x-fwd-chinese-specs-brand-new-2024-947108.html,25,,dubicars,2026-04-28T13:50:02.214272,dom,,,True,947108.0,Japanese,mainstream,Mid-Range,2.0,45500.0,0.0,78,0.14,Normal
New BMW X2 2025,130000.0,AED,2025.0,0.0,BMW,X2,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-bmw-x2-s-drive-25i-2025-m-sport-kit-brand-new-car-mentioned-price-is-for-export-only-940606.html,21,,dubicars,2026-04-28T14:56:19.312974,dom,,,True,940606.0,German,luxury,Premium,1.0,130000.0,0.0,78,0.02,Normal
New BMW X4M 2025,223999.0,AED,2025.0,0.0,BMW,X4,,Unknown,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2025-bmw-x4m-for-export-na-eksport-xdrive-30i-20t-gcc-2025-bez-probega-933923.html,27,,dubicars,2026-04-28T14:58:55.981718,dom,,,True,933923.0,German,luxury,Premium,1.0,223999.0,0.0,83,-1.1,Normal
New BMW X3 2025,229750.0,AED,2025.0,29.0,BMW,X3,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-bmw-x3-939562.html,26,,dubicars,2026-04-28T15:01:35.472904,dom,,,True,939562.0,German,luxury,Premium,1.0,229750.0,29.0,83,0.0,Normal
New BMW X3 2025,244750.0,AED,2025.0,100.0,BMW,X3,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-bmw-x3-xdrive30l-m-sport-899474.html,28,,dubicars,2026-04-28T15:01:35.473138,dom,,,True,899474.0,German,luxury,Premium,1.0,244750.0,100.0,83,0.38,Normal
New Toyota Land Cruiser 2025,299000.0,AED,2025.0,0.0,Toyota,Land Cruiser,,SUV,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2025-toyota-land-cruiser-2025-toyota-land-cruiser-gxr-35l-v6-twin-turbo-full-option-0-km-gcc-878447.html,28,,dubicars,2026-04-28T13:48:26.760667,dom,,,True,878447.0,Japanese,mainstream,Luxury,1.0,299000.0,0.0,88,0.62,Above Market
New BMW X4 2025,293000.0,AED,2025.0,0.0,BMW,X4,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-bmw-x4-m40i-30l-827964.html,10,,dubicars,2026-04-28T13:56:15.002505,dom,,,True,827964.0,German,luxury,Luxury,1.0,293000.0,0.0,78,0.9,Normal
New BMW X4 2025,262000.0,AED,2025.0,0.0,BMW,X4,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-bmw-x4-xdrive-30i-m-sport-20l-827969.html,10,,dubicars,2026-04-28T13:56:15.002615,dom,,,True,827969.0,German,luxury,Luxury,1.0,262000.0,0.0,78,0.0,Normal
New BMW X2 2025,129000.0,AED,2025.0,0.0,BMW,X2,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-bmw-x2-sdrive25i-m-sport-20-turbo-2026-export-price-971307.html,29,,dubicars,2026-04-28T13:58:09.930532,dom,,,True,971307.0,German,luxury,Premium,1.0,129000.0,0.0,78,0.0,Normal
New BMW i3 2025,178000.0,AED,2025.0,0.0,BMW,i3,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-bmw-i3-2025-bmw-i3-edrive40l-night-sport-84-kwh-335-hp-range-592-km-warranty-service-952568.html,17,,dubicars,2026-04-28T13:58:09.931756,dom,,,True,952568.0,German,luxury,Premium,1.0,178000.0,0.0,78,,Normal
New BMW X5 2025,289000.0,AED,2025.0,0.0,BMW,X5,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-bmw-x5-40i-m-sport-30l-927132.html,25,,dubicars,2026-04-28T13:58:41.704268,dom,,,True,927132.0,German,luxury,Luxury,1.0,289000.0,0.0,83,-1.18,Normal
New BMW X2 2025,120000.0,AED,2025.0,0.0,BMW,X2,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-bmw-x2-sdrive25i-m-sport-package-884195.html,15,,dubicars,2026-04-28T13:58:57.746172,dom,,,True,884195.0,German,luxury,Mid-Range,1.0,120000.0,0.0,78,-0.22,Normal
New Toyota Coaster 2025,176000.0,AED,2025.0,0.0,Toyota,Coaster,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-coaster-27l-petrol-23-seaters-2025-848852.html,20,,dubicars,2026-04-28T13:50:32.642012,dom,,,True,848852.0,Japanese,mainstream,Premium,1.0,176000.0,0.0,78,-1.66,Below Market
New Toyota Land Cruiser Pick Up 2022,245000.0,AED,2022.0,0.0,Toyota,Land Cruiser,,SUV,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2022-toyota-land-cruiser-pick-up-pickup-70th-lx1-40l-toyota-lc-pick-up-single-cabin-special-edition-40l-mt-petrol-v6-4wd-gcc-202-964337.html,26,,dubicars,2026-04-28T13:50:32.643714,dom,,,True,964337.0,Japanese,mainstream,Premium,4.0,61250.0,0.0,88,-0.94,Below Market
New BMW X2 2024,135000.0,AED,2024.0,0.0,BMW,X2,,Unknown,Petrol,Automatic,,,,,,,Unknown,private,,https://www.dubicars.com/2024-bmw-x2-20-turbo-963282.html,12,,dubicars,2026-04-28T14:02:07.133643,dom,,,True,963282.0,German,luxury,Premium,2.0,67500.0,0.0,78,,Normal
New Toyota Corolla 2025,54500.0,AED,2025.0,0.0,Toyota,Corolla,,Sedan,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-corolla-18-hybrid-elite-edition-warranty-with-additional-charge-957882.html,8,,dubicars,2026-04-28T13:49:45.946787,dom,,,True,957882.0,Japanese,mainstream,Economy,1.0,54500.0,0.0,83,-0.02,Normal
New Toyota Corolla Cross 2025,66999.0,AED,2025.0,0.0,Toyota,Corolla Cross,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-corolla-cross-18l-gli-hev-970904.html,18,,dubicars,2026-04-28T13:49:45.947433,dom,,,True,970904.0,Japanese,mainstream,Mid-Range,1.0,66999.0,0.0,78,-0.21,Normal
New Toyota Land Cruiser 2025,250000.0,AED,2025.0,0.0,Toyota,Land Cruiser,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-land-cruiser-gxr3-33l-920957.html,22,,dubicars,2026-04-28T13:49:45.947807,dom,,,True,920957.0,Japanese,mainstream,Premium,1.0,250000.0,0.0,83,-0.01,Normal
New Toyota Tacoma 2025,330000.0,AED,2025.0,0.0,Toyota,Tacoma,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-tacoma-24l-v4-trd-pro-i-force-max-hybrid-855588.html,14,,dubicars,2026-04-28T13:49:45.948338,dom,,,True,855588.0,Japanese,mainstream,Luxury,1.0,330000.0,0.0,78,0.19,Normal
New Toyota Hiace 2025,115000.0,AED,2025.0,0.0,Toyota,Hiace,,Van/MPV,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2025-toyota-hiace-gls-high-roof-panal-van-27l-toyota-hiace-high-roof-old-shape-cargo-27l-petrol-rwd-3-seats-gcc-sp-968601.html,23,,dubicars,2026-04-28T13:50:32.644484,dom,,,True,968601.0,Japanese,mainstream,Mid-Range,1.0,115000.0,0.0,88,-0.24,Below Market
New Toyota Prado 2025,200000.0,AED,2025.0,0.0,Toyota,Prado,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-prado-toyota-prado-24l-all-rounder-g-petrol-4x4-turbo-my-2025-830481.html,25,,dubicars,2026-04-28T13:50:49.741965,dom,,,True,830481.0,Japanese,mainstream,Premium,1.0,200000.0,0.0,83,-0.24,Normal
New BMW M850i 2024,399000.0,AED,2024.0,0.0,BMW,M850i,,Coupe,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2024-bmw-m850i-bmw-850i-xdrive-coupe-gcc-specs-year-2024-under-warranty-784254.html,16,,dubicars,2026-04-28T13:37:30.487164,dom,,,True,784254.0,German,luxury,Luxury,2.0,199500.0,0.0,88,,Normal
New BMW 420i 2025,265000.0,AED,2025.0,0.0,BMW,420i,,Convertible,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2025-bmw-420i-m-sport-convertible-warranty-service-2025-gcc-770679.html,16,,dubicars,2026-04-28T13:39:15.914936,dom,,,True,770679.0,German,luxury,Luxury,1.0,265000.0,0.0,88,,Normal
New BMW X2 2025,123000.0,AED,2025.0,0.0,BMW,X2,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-bmw-x2-sdrive25i-m-sport-package-932507.html,13,,dubicars,2026-04-28T13:51:09.756228,dom,,,True,932507.0,German,luxury,Premium,1.0,123000.0,0.0,78,-0.15,Normal
New BMW iX3 2025,139000.0,AED,2025.0,0.0,BMW,iX3,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-bmw-ix3-creative-2025-734571.html,21,,dubicars,2026-04-28T13:52:45.888410,dom,,,True,734571.0,German,luxury,Premium,1.0,139000.0,0.0,78,,Normal
New INEOS Grenadier 2023,299000.0,AED,2023.0,0.0,BMW,INEOS Grenadier,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2023-ineos-grenadier-30l-petrol-with-bmw-engine-automatic-transmission-for-re-export-only-887832.html,7,,dubicars,2026-04-28T13:52:45.889592,dom,,,True,887832.0,German,luxury,Luxury,3.0,99666.66666666667,0.0,78,,Normal
New BMW X5 2025,355555.0,AED,2025.0,22.0,BMW,X5,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-bmw-x5-40i-m-sport-30l-uaes-very-best-example-aed-5250-per-month-913905.html,18,,dubicars,2026-04-28T13:54:01.362975,dom,,,True,913905.0,German,luxury,Luxury,1.0,355555.0,22.0,83,1.22,Normal
New GMC Hummer EV 2024,575000.0,AED,2024.0,0.0,GMC,Hummer EV,,Unknown,Electric,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-gmc-hummer-ev-first-edition-15l-dual-tone-electric-360-camera-panoramic-roof-code-69055-946424.html,14,,dubicars,2026-04-28T15:12:26.763592,dom,,,True,946424.0,American,mainstream,Ultra-Luxury,2.0,287500.0,0.0,78,,Normal
New GMC Savana 2025,177500.0,AED,2025.0,0.0,GMC,Savana,,Van/MPV,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2025-gmc-savana-gmc-savana-van-gcc-962811.html,8,,dubicars,2026-04-28T15:30:37.157741,dom,,,True,962811.0,American,mainstream,Premium,1.0,177500.0,0.0,88,-0.13,Normal
New Toyota Hiace 2025,102500.0,AED,2025.0,0.0,Toyota,Hiace,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-hiace-2025-toyota-hiace-standard-roof-15-seater-27l-4-cyl-petrol-mt-rwd-old-shape-export-only-901621.html,19,,dubicars,2026-04-28T13:50:49.743045,dom,,,True,901621.0,Japanese,mainstream,Mid-Range,1.0,102500.0,0.0,78,-0.37,Below Market
New Toyota Land Cruiser 2024,300000.0,AED,2024.0,0.0,Toyota,Land Cruiser,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-toyota-land-cruiser-33l-vxr-diesel-radar-781838.html,23,,dubicars,2026-04-28T13:51:09.755717,dom,,,True,781838.0,Japanese,mainstream,Luxury,2.0,150000.0,0.0,83,1.15,Overpriced ⚠️
New Toyota Hiace 2025,155000.0,AED,2025.0,0.0,Toyota,Hiace,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-hiace-dls-high-roof-commuter-28l-mt-882234.html,22,,dubicars,2026-04-28T13:51:09.755853,dom,,,True,882234.0,Japanese,mainstream,Premium,1.0,155000.0,0.0,78,0.2,Normal
New Toyota Corolla 2025,58000.0,AED,2025.0,0.0,Toyota,Corolla,,Sedan,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-corolla-elite-hybrid-18l-v4-petrol-leather-seats-push-start-dvd-camerasunroof-codehybrid-elite-962164.html,13,,dubicars,2026-04-28T13:51:09.757845,dom,,,True,962164.0,Japanese,mainstream,Economy,1.0,58000.0,0.0,83,0.01,Normal
New GMC Sierra 2025,229000.0,AED,2025.0,0.0,GMC,Sierra,,Pickup,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-gmc-sierra-949443.html,20,,dubicars,2026-04-28T15:31:37.345352,dom,,,True,949443.0,American,mainstream,Premium,1.0,229000.0,0.0,83,,Normal
New GMC Yukon 2025,285000.0,AED,2025.0,0.0,GMC,Yukon,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-gmc-yukon-62-v8-denali-awd-792263.html,16,,dubicars,2026-04-28T17:00:59.949469,dom,,,True,792263.0,American,mainstream,Luxury,1.0,285000.0,0.0,83,-0.65,Normal
New GMC Sierra 2025,198500.0,AED,2025.0,0.0,GMC,Sierra,,Pickup,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-gmc-sierra-gmc-seirra-hd-2500-955929.html,6,,dubicars,2026-04-28T17:03:28.711695,dom,,,True,955929.0,American,mainstream,Premium,1.0,198500.0,0.0,83,,Normal
New GMC Savana 2024,128450.0,AED,2024.0,9.0,GMC,Savana,,Van/MPV,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2024-gmc-savana-cargo-gcc-2024-price-upon-request-537418.html,14,,dubicars,2026-04-28T17:07:25.737293,dom,,,True,537418.0,American,mainstream,Premium,2.0,64225.0,4.5,88,,Normal
New BMW XM 2023,550000.0,AED,2023.0,0.0,BMW,XM,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2023-bmw-xm-brand-new-bmw-xm-641078.html,18,,dubicars,2026-04-28T13:24:58.164854,dom,,,True,641078.0,German,luxury,Ultra-Luxury,3.0,183333.33333333334,0.0,78,,Normal
New BMW X7 2023,450000.0,AED,2023.0,100.0,BMW,X7,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2023-bmw-x7-xdrivem60i-6-seats-947775.html,21,,dubicars,2026-04-28T13:24:58.165885,dom,,,True,947775.0,German,luxury,Luxury,3.0,150000.0,33.333333333333336,83,,Normal
New BMW X5 2025,328555.0,AED,2025.0,32.0,BMW,X5,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-bmw-x5-40i-m-sport-30l-uaes-very-best-example-aed-4852-per-month-912807.html,17,,dubicars,2026-04-28T13:33:01.124279,dom,,,True,912807.0,German,luxury,Luxury,1.0,328555.0,32.0,83,0.24,Normal
New BMW 225L 2025,112000.0,AED,2025.0,0.0,BMW,225L,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-bmw-225l-bmw-225l-2025-15l-petrol-transmission-automatic-955143.html,28,,dubicars,2026-04-28T13:36:01.061186,dom,,,True,955143.0,German,luxury,Mid-Range,1.0,112000.0,0.0,78,-1.56,Normal
New Toyota Land Cruiser 2024,227000.0,AED,2024.0,0.0,Toyota,Land Cruiser,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-toyota-land-cruiser-lc-300-gx-e1-twin-turbo-33l-v6-diesel-at-codegx-e1-969858.html,14,,dubicars,2026-04-28T13:51:51.497927,dom,,,True,969858.0,Japanese,mainstream,Premium,2.0,113500.0,0.0,83,0.03,Normal
New GMC Acadia 2024,167999.0,AED,2024.0,0.0,GMC,Acadia,,Unknown,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2024-gmc-acadia-gcc-brand-new-7-seats-vip-328-hp-25l-v4-awd-full-option-aed-3400-monthly-with-0-downpay-961793.html,17,,dubicars,2026-04-28T13:36:01.060007,dom,,,True,961793.0,American,mainstream,Premium,2.0,83999.5,0.0,83,0.74,Normal
New GMC Savana 2025,179500.0,AED,2025.0,0.0,GMC,Savana,,Van/MPV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-gmc-savana-v8-66-normal-wheelbase-2025-my-930520.html,16,,dubicars,2026-04-28T13:36:30.135280,dom,,,True,930520.0,American,mainstream,Premium,1.0,179500.0,0.0,83,-0.12,Normal
New GMC Savana 2025,199000.0,AED,2025.0,0.0,GMC,Savana,,Van/MPV,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2025-gmc-savana-3500-extended-wheel-base-gcc-2025-my-897300.html,20,,dubicars,2026-04-28T13:36:30.135529,dom,,,True,897300.0,American,mainstream,Premium,1.0,199000.0,0.0,88,-0.02,Normal
New GMC Yukon 2025,328000.0,AED,2025.0,0.0,GMC,Yukon,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-gmc-yukon-62-v8-denali-awd-927479.html,20,,dubicars,2026-04-28T13:39:00.322451,dom,,,True,927479.0,American,mainstream,Luxury,1.0,328000.0,0.0,83,0.28,Normal
New GMC Hummer EV 2024,465000.0,AED,2024.0,0.0,GMC,Hummer EV,,Unknown,Electric,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-gmc-hummer-ev-933960.html,10,,dubicars,2026-04-28T13:47:00.927877,dom,,,True,933960.0,American,mainstream,Luxury,2.0,232500.0,0.0,78,,Normal
New GMC Yukon 2025,315000.0,AED,2025.0,0.0,GMC,Yukon,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-gmc-yukon-62-v8-denali-awd-2025-export-only-834558.html,29,,dubicars,2026-04-28T13:55:41.652738,dom,,,True,834558.0,American,mainstream,Luxury,1.0,315000.0,0.0,83,0.0,Normal
New GMC Yukon 2025,225000.0,AED,2025.0,0.0,GMC,Yukon,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-gmc-yukon-gmc-yukon-elevation-rwd-53l-v8-2025-brand-new-export-836827.html,25,,dubicars,2026-04-28T13:56:15.001291,dom,,,True,836827.0,American,mainstream,Premium,1.0,225000.0,0.0,83,-1.95,Below Market
New GMC Acadia 2024,165000.0,AED,2024.0,0.0,GMC,Acadia,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-gmc-acadia-gmc-acadia-denali-awd-2024-export-879556.html,24,,dubicars,2026-04-28T13:56:15.001706,dom,,,True,879556.0,American,mainstream,Premium,2.0,82500.0,0.0,78,0.0,Normal
New GMC Savana 2025,650000.0,AED,2025.0,0.0,GMC,Savana,,Van/MPV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-gmc-savana-ertex-luxury-car-design-co-30th-year-edition-747943.html,22,,dubicars,2026-04-28T14:01:34.451849,dom,,,True,747943.0,American,mainstream,Ultra-Luxury,1.0,650000.0,0.0,83,2.4,Overpriced ⚠️
New GMC Savana 2025,204999.0,AED,2025.0,0.0,GMC,Savana,,Van/MPV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-gmc-savana-gmc-savana-van-v8-66l-401-hp-brand-new-refvan-964783.html,11,,dubicars,2026-04-28T15:04:02.127061,dom,,,True,964783.0,American,mainstream,Premium,1.0,204999.0,0.0,83,0.02,Normal
New GMC Savana 2024,299000.0,AED,2024.0,0.0,GMC,Savana,,Van/MPV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-gmc-savana-66l-v8-petrol-7-touchscreen-display-rear-vision-camera-high-roof-option-7-str-917449.html,11,,dubicars,2026-04-28T15:12:04.925881,dom,,,True,917449.0,American,mainstream,Luxury,2.0,149500.0,0.0,83,,Normal
New Toyota Land Cruiser 70 2023,210000.0,AED,2023.0,0.0,Toyota,Land Cruiser,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2023-toyota-land-cruiser-70-914771.html,17,,dubicars,2026-04-28T13:51:51.499265,dom,,,True,914771.0,Japanese,mainstream,Premium,3.0,70000.0,0.0,83,-0.26,Normal
New Toyota Hilux 2025,84500.0,AED,2025.0,0.0,Toyota,Hilux,,Pickup,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-hilux-20-l-petrol-i-mt-i-dcabin-4x2-i-petrol-949565.html,19,,dubicars,2026-04-28T13:52:14.097515,dom,,,True,949565.0,Japanese,mainstream,Mid-Range,1.0,84500.0,0.0,83,-1.06,Potential Deal 🔥
New Toyota Land Cruiser 2025,255000.0,AED,2025.0,0.0,Toyota,Land Cruiser,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-land-cruiser-956761.html,20,,dubicars,2026-04-28T13:52:14.098574,dom,,,True,956761.0,Japanese,mainstream,Luxury,1.0,255000.0,0.0,83,0.05,Normal
New Toyota Land Cruiser Pick Up 2025,183000.0,AED,2025.0,0.0,Toyota,Land Cruiser,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-land-cruiser-pick-up-957422.html,20,,dubicars,2026-04-28T13:52:31.131363,dom,,,True,957422.0,Japanese,mainstream,Premium,1.0,183000.0,0.0,83,-0.88,Below Market
New Toyota Levin 2025,51000.0,AED,2025.0,0.0,Toyota,Levin,,Unknown,Electric,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-levin-luxury-hybrid-18l-petrol-at-sunroof-rear-camera-code-ll18hev-970227.html,15,,dubicars,2026-04-28T13:52:31.132508,dom,,,True,970227.0,Japanese,mainstream,Economy,1.0,51000.0,0.0,78,-0.42,Normal
New Toyota Frontlander 2025,72000.0,AED,2025.0,0.0,Toyota,Frontlander,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-frontlander-hybrid-luxury-with-electric-back-door-20l-petrol-v4radarsunroofdriver-power-seats-codeflpa-969103.html,18,,dubicars,2026-04-28T13:51:09.759278,dom,,,True,969103.0,Japanese,mainstream,Mid-Range,1.0,72000.0,0.0,78,0.23,Normal
New Toyota Corolla Cross 2024,89000.0,AED,2024.0,0.0,Toyota,Corolla Cross,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-toyota-corolla-cross-hybrid-18l-at-full-option-sunroof-leather-17alloy-wheels-code-xle-968812.html,17,,dubicars,2026-04-28T13:51:09.759397,dom,,,True,968812.0,Japanese,mainstream,Mid-Range,2.0,44500.0,0.0,78,1.26,Above Market
New Toyota Hilux 2025,129000.0,AED,2025.0,0.0,Toyota,Hilux,,Pickup,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-hilux-sr5-wide-body-with-huk-24l-diesel-at-rear-camera-4wd-code-hld5j-969206.html,16,,dubicars,2026-04-28T13:51:51.497553,dom,,,True,969206.0,Japanese,mainstream,Premium,1.0,129000.0,0.0,83,0.23,Normal
